sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,description,image,image_label,msrp_display_actual_price_type,name,price,short_description,small_image,small_image_label,special_price,status,thumbnail,thumbnail_label,updated_at,url_key,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/3/1/31daqwwedel.jpg,,2,0
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories/Data Cables",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony SDHC SF-8N4 (8 GB) Memory Card",,Default,simple,Electronics,Home,base,"<h3 class=""sectionTitle"">Key Features of Sony SDHC SF-8N4 (8 GB) Memory Card</h3>
<ul class=""keyFeaturesList"">
<li>8 GB Memory Card</li>
<li>1920 x 1080 AVCHD Recording Capitable</li>
<li>Class 4
<h3 class=""sectionTitle"">Specifications of Sony SDHC SF-8N4 (8 GB) Memory Card</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Sony</td>
</tr>
<tr>
<td class=""specsKey"">Card Class</td>
<td class=""specsValue"">Class 4 Memory Card</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">SDHC</td>
</tr>
<tr>
<td class=""specsKey"">Card Type</td>
<td class=""specsValue"">SDHC</td>
</tr>
<tr>
<td class=""specsKey"">Model ID</td>
<td class=""specsValue"">SDHC SF-8N4//T IN 31232925</td>
</tr>
<tr>
<td class=""specsKey"">Memory size</td>
<td class=""specsValue"">8 GB</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">POWER &amp; OPERATING REQUIREMENTS</th></tr>
<tr>
<td class=""specsKey"">Power Requirement</td>
<td class=""specsValue"">2.7 - 3.6 V</td>
</tr>
<tr>
<td class=""specsKey"">Maximum Operating Current</td>
<td class=""specsValue"">200 mA</td>
</tr>
<tr>
<td class=""specsKey"">Operating Temperature</td>
<td class=""specsValue"">-25DegC - 85DegC</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DIMENSIONS</th></tr>
<tr>
<td class=""specsKey"">Weight</td>
<td class=""specsValue"">2 g</td>
</tr>
<tr>
<td class=""specsKey"">Width x Height x Depth</td>
<td class=""specsValue"">24 x 32 x 2.1 mm</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">ADDITIONAL FEATURES</th></tr>
<tr>
<td class=""specsKey"">Additional Features</td>
<td class=""specsValue"">Ideal for 1920 x 1080 AVCHD Recording, Free Software Download (Memory Card File Rescue and x-Pict Story for Memory Card), Usable Capacity - 7.3 GB, 4 bit-parallel SD Interface</td>
</tr>
</tbody>
</table>
</li>
</ul>",/s/o/sony-sdhc-sf-8n4-8-gb-400x400-imad7ppgtkwmrybb.jpeg,,"Use config","Sony SDHC SF-8N4 (8 GB) Memory Card",399.0000,"<h3 class=""warranty-header"">WARRANTY</h3>
<div class=""warranty fk-fontlight""><span class=""warranty-text"">5 Years</span></div>",/s/o/sony-sdhc-sf-8n4-8-gb-400x400-imad7ppgtkwmrybb.jpeg,,,1,/s/o/sony-sdhc-sf-8n4-8-gb-400x400-imad7ppgkyta7fmh.jpeg,,"2015-07-14 11:26:21",sony-sdhc-sf-8n4-8-gb-memory-card,4,1.0000,4.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/o/sony-sdhc-sf-8n4-8-gb-400x400-imad7ppgkyta7fmh.jpeg,,1,0
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/o/sony-sdhc-sf-8n4-8-gb-400x400-imad7ppgtkwmrybb.jpeg,,2,0
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories/Data Cables",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung I9300I Galaxy S3 Neo",,Default,simple,Electronics,Home,base,"<div class=""spec-list"">
<h4 class=""tit"">Network/Bearer</h4>
<ul>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Multi-SIM</h5>
<div class=""desc"">
<p>Dual-SIM</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">2G GSM</h5>
<div class=""desc"">
<p>EDGE/GPRS (850/900/1800/1900 MHZ)</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">3G UMTS</h5>
<div class=""desc"">
<p>HSPA+</p>
</div>
</div>
</li>
</ul>
</div>
<div class=""spec-list"">
<h4 class=""tit"">Connectivity</h4>
<ul>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">USB Version</h5>
<div class=""desc"">
<p>USB 2.0</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Location Technology</h5>
<div class=""desc"">
<p>AGPS GLONASS</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Earjack</h5>
<div class=""desc"">
<p>3.5 mm Stereo</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Wi-Fi</h5>
<div class=""desc"">
<p>802.11a/b/g/n 2.4+5 GHz</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Wi-Fi Direct</h5>
<div class=""desc"">
<p>Yes</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">DLNA Support</h5>
<div class=""desc"">
<p>No</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Bluetooth Version</h5>
<div class=""desc"">
<p>Bluetooth v4.0</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">NFC</h5>
<div class=""desc"">
<p>No</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Bluetooth Profiles</h5>
<div class=""desc"">
<p>DI, MAP, PBAP, A2DP, AVRCP, HFP, HSP, OPP, HID</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">PC Sync.</h5>
<div class=""desc"">
<p>KIES</p>
</div>
</div>
</li>
</ul>
</div>",/s/3/s3.jpeg,,"Use config","Samsung I9300I Galaxy S3 Neo",12499.0000,"<ul>
<li>CPU: Quad-core, 1.2 GHz</li>
<li>Display: Super AMOLED, 720 x 1280 (HD)</li>
<li>Resolution: 8 MP</li>
</ul>",/s/_/s_3.jpeg,,,1,/s/3/s3_neo.jpeg,,"2015-07-14 11:27:47",samsung-i9300i-galaxy-s3-neo,4,1.0000,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/3/s3_neo.jpeg,,1,0
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/3/s3.jpeg,,2,0
,,,,"Electronics/Mobiles & Accessories /Mobile",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/3/s3_ne.jpeg,,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/_/s_3.jpeg,,4,0
"Sony 16GB SDHC Class 4 Memory Card (SF16N4/TQMN)",,Default,simple,Electronics,Home,base,"<ul class=""a-vertical a-spacing-none"">
<li>
<h3 class=""sectionTitle"">Specifications of Sony SDHC SF-16N4 (16 GB) Memory Card</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Sony</td>
</tr>
<tr>
<td class=""specsKey"">Card Class</td>
<td class=""specsValue"">Class 4 Memory Card</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">SDHC</td>
</tr>
<tr>
<td class=""specsKey"">Card Type</td>
<td class=""specsValue"">SDHC</td>
</tr>
<tr>
<td class=""specsKey"">Model ID</td>
<td class=""specsValue"">SDHC SF-16N4//T IN 31232925</td>
</tr>
<tr>
<td class=""specsKey"">Memory size</td>
<td class=""specsValue"">16 GB</td>
</tr>
</tbody>
</table>
<span class=""a-list-item"">Up to 15MB/s transfer speed</span></li>
<li><span class=""a-list-item"">File rescue downloadable software helps recover photos and videos that have been accidentally damaged or deleted</span></li>
<li><span class=""a-list-item"">SDHC Memory cards have been tested to achieve high levels of reliability and data integrity</span></li>
<li><span class=""a-list-item"">SDHC Memory cards are water proof and are designed to perform under a wide range of operating temperatures</span></li>
<li><span class=""a-list-item"">Compatible with SDHC devices</span></li>
</ul>",/8/1/81clzbaycsl._sl1500_.jpg,,"Use config","Sony 16GB SDHC Class 4 Memory Card (SF16N4/TQMN)",699.0000,"<h3 class=""warranty-header"">WARRANTY</h3>
<div class=""warranty fk-fontlight""><span class=""warranty-text"">5 Years</span>
<h3 class=""warranty-header"">&nbsp;</h3>
</div>",/8/1/81clzbaycsl._sl1500_.jpg,,,1,/8/1/81clzbaycsl._sl1500_.jpg,,"2015-07-14 11:33:09",sony-16gb-sdhc-class-4-memory-card-sf16n4-tqmn,4,1.0000,4.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/8/1/81clzbaycsl._sl1500_.jpg,,1,0
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories/Data Cables",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung I9190 Galaxy S4 mini",,Default,simple,Electronics,Home,base,"<div class=""spec-list"">
<h4 class=""tit"">Network/Bearer and Wireless Connectivity</h4>
<ul>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">2G</h5>
<div class=""desc"">
<p>GSM/GPRS/EDGE (850/900/1,800/1,900MHz)</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">3G</h5>
<div class=""desc"">
<p>HSPA+ (850/900/1,900/2,100MHz)</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Wi-Fi</h5>
<div class=""desc"">
<p>802.11a/b/g/n 2.4 + 5GHz</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Wi-Fi Direct</h5>
<div class=""desc"">
<p>Yes</p>
</div>
</div>
</li>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">Bluetooth Version</h5>
<div class=""desc"">
<p>HSP, SAP, AVRCP, OPP, PAN, HID, A2DP, HFP, PBAP, DI, MAP</p>
</div>
</div>
</li>
</ul>
</div>
<div class=""spec-list"">
<h4 class=""tit"">OS</h4>
<ul>
<li>
<div class=""spec"">
<h5 class=""sub-tit"">OS</h5>
<div class=""desc"">
<p>Android JB 4.2.2</p>
</div>
</div>
</li>
</ul>
</div>",/s/4/s4.jpeg,,"Use config","Samsung I9190 Galaxy S4 mini",13500.0000,"<ul>
<li>CPU: Dual Core Application Processor, 1.7GHz</li>
<li>Display: QHD sAMOLED, 540 x 960 (qHD)</li>
<li>Resolution: CMOS, 8MP</li>
</ul>",/s/4/s4_mi.jpeg,,,1,/s/4/s4min.jpeg,,"2015-07-14 11:34:34",samsung-i9190-galaxy-s4-mini,4,1.0000,2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/4/s4_m.jpeg,,1,1
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/4/s4min.jpeg,,2,0
,,,,"Electronics/Mobiles & Accessories /Mobile",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/4/s4_mi.jpeg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/4/s4.jpeg,,4,0
"Sony SDHC 16 GB Class 10",,Default,simple,Electronics,Home,base,"<div class=""keyFeatures specSection"">
<h3 class=""sectionTitle"">Key Features of Sony SDHC 16 GB Class 10</h3>
<ul class=""keyFeaturesList"">
<li>16 GB Memory Card</li>
<li>UHS-1 Class 10</li>
<li>40 MB/s Transfer Speed</li>
<li><span style=""font-size: 1.17em;"">Specifications of Sony SDHC 16 GB Class 10</span></li>
</ul>
</div>
<div class=""productSpecs specSection"">
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Sony</td>
</tr>
<tr>
<td class=""specsKey"">Card Class</td>
<td class=""specsValue"">Class 10 Memory Card</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">SDHC</td>
</tr>
<tr>
<td class=""specsKey"">Model ID</td>
<td class=""specsValue"">16 GB SDHC Memory Card UHS-1 Class 10 (SF-16UY)</td>
</tr>
<tr>
<td class=""specsKey"">Card Type</td>
<td class=""specsValue"">SDHC</td>
</tr>
<tr>
<td class=""specsKey"">Memory size</td>
<td class=""specsValue"">16 GB</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">POWER &amp; OPERATING REQUIREMENTS</th></tr>
<tr>
<td class=""specsKey"">Power Requirement</td>
<td class=""specsValue"">2.7 - 3.6 V</td>
</tr>
<tr>
<td class=""specsKey"">Maximum Operating Current</td>
<td class=""specsValue"">800 mA</td>
</tr>
<tr>
<td class=""specsKey"">Operating Temperature</td>
<td class=""specsValue"">-25&deg; - 85&deg;</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DIMENSIONS</th></tr>
<tr>
<td class=""specsKey"">Weight</td>
<td class=""specsValue"">2 g</td>
</tr>
<tr>
<td class=""specsKey"">Width x Height x Depth</td>
<td class=""specsValue"">24 x 32 x 2.1 mm</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">ADDITIONAL FEATURES</th></tr>
<tr>
<td class=""specsKey"">Additional Features</td>
<td class=""specsValue"">
<div class=""dummy-content"">UHS-1 (SDR50) SD Interface, Upto 40 MB/s Transfer Speed with UHS-I Interface, High Reliability with New Sony Memory Media Feature, Ideal for Burst Shooting and HD Video Modes DSLR Cameras and HD Camcorders, 28.8 GB Usable Capacity, Free Software Download (Memory Card File Rescue Supporting 3D and AV...<a>View More</a></div>
</td>
</tr>
</tbody>
</table>
</div>",/s/o/sony-16-gb-sdhc-memory-card-uhs-1-class-10-sf-16uy-400x400-imadgn788azufcgp.jpeg,,"Use config","Sony SDHC 16 GB Class 10",700.0000,"<h1 id=""title"" class=""a-size-large a-spacing-none""><span id=""productTitle"" class=""a-size-large"">Sony 16GB SDHC/SDXC Class 10 </span></h1>
<h1 class=""a-size-large a-spacing-none""><span id=""productTitle"" class=""a-size-large"">UHS-1 R40 Memory Card (SF16UY/TQMN)</span></h1>",/s/o/sony-16-gb-sdhc-memory-card-uhs-1-class-10-sf-16uy-400x400-imadgn782y2kcete.jpeg,,,1,/s/o/sony-16-gb-sdhc-memory-card-uhs-1-class-10-sf-16uy-400x400-imadgn788azufcgp.jpeg,,"2015-07-14 11:39:10",sony-sdhc-16-gb-class-10,4,1.0000,4.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/o/sony-16-gb-sdhc-memory-card-uhs-1-class-10-sf-16uy-400x400-imadgn788azufcgp.jpeg,,1,0
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/o/sony-16-gb-sdhc-memory-card-uhs-1-class-10-sf-16uy-400x400-imadgn782y2kcete.jpeg,,2,0
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories/Data Cables",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Galaxy Grand Prime SM-G530H (White)",,Default,simple,Electronics,Home,base,"<table border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td class=""label"">Brand</td>
<td class=""value"">Samsung</td>
</tr>
<tr>
<td class=""label"">Model</td>
<td class=""value"">SM-G530H</td>
</tr>
<tr>
<td class=""label"">Model Name</td>
<td class=""value"">Galaxy Grand Prime</td>
</tr>
<tr class=""size-weight"">
<td class=""label"">Item Weight</td>
<td class=""value"">154 g</td>
</tr>
<tr class=""size-weight"">
<td class=""label"">Product Dimensions</td>
<td class=""value"">14.5 x 0.9 x 7.2 cm</td>
</tr>
<tr class=""item-model-number"">
<td class=""label"">Item model number</td>
<td class=""value"">SM-G530H</td>
</tr>
<tr>
<td class=""label"">Memory Storage Capacity</td>
<td class=""value"">8 GB</td>
</tr>
<tr>
<td class=""label"">Operating System</td>
<td class=""value"">Android, Kitkat</td>
</tr>
<tr>
<td class=""label"">Additional Features</td>
<td class=""value"">Video Calls, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Geomagnetic sensor, E-mail</td>
</tr>
<tr>
<td class=""label"">Included Components</td>
<td class=""value"">Handset, Battery, Earphone, Charger, Data Cable and Quick User Guide</td>
</tr>
<tr>
<td class=""label"">Screen Size</td>
<td class=""value"">12.70 Centimeters</td>
</tr>
<tr>
<td class=""label"">Max Resolution</td>
<td class=""value"">8 Megapixels</td>
</tr>
<tr>
<td class=""label"">Batteries Included</td>
<td class=""value"">Yes</td>
</tr>
<tr>
<td class=""label"">Batteries Required</td>
<td class=""value"">Yes</td>
</tr>
<tr>
<td class=""label"">Battery Cell Composition</td>
<td class=""value"">Lithium Ion</td>
</tr>
<tr>
<td class=""label"">Wireless Type</td>
<td class=""value"">802.11 a/b/g/n</td>
</tr>
<tr>
<td class=""label"">Connector Type</td>
<td class=""value"">GSM, (850/900/1800/1900 MHz), HSPA+, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi b/g/n 2.4GHz</td>
</tr>
<tr>
<td class=""label"">Device interface - primary</td>
<td class=""value"">Touch Screen</td>
</tr>
<tr>
<td class=""label"">Form Factor</td>
<td class=""value"">Touchscreen</td>
</tr>
<tr>
<td class=""label"">Includes AC Adapter</td>
<td class=""value"">Yes</td>
</tr>
</tbody>
</table>",/g/r/grnd_prm.jpeg,,"Use config","Samsung Galaxy Grand Prime SM-G530H (White)",11900.0000,"<ul class=""a-vertical a-spacing-none"">
<li><span class=""a-list-item"">8MP primary camera with auto focus, LED flash and 5MP front facing camera</span></li>
<li><span class=""a-list-item"">5-inch (12.7 centimeters) qHD PLS TFT capacitive touchscreen with 960 x 540 pixels resolution</span></li>
<li><span class=""a-list-item"">Android v4.4 KitKat operating system with 1.2GHz quad core processor,1GB RAM and 8GB internal memory expandable up to 64GB</span></li>
<li><span class=""a-list-item"">2600mAH lithium-ion battery</span></li>
<li><span class=""a-list-item"">1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase</span></li>
</ul>",/g/r/grndpr.jpeg,,,1,/g/r/gran_pr.jpeg,,"2015-07-14 11:41:18",samsung-galaxy-grand-prime-sm-g530h-white,4,1.0000,2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/g/r/grndpr.jpeg,,1,0
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/g/r/gran_pr.jpeg,,2,0
,,,,"Electronics/Mobiles & Accessories /Mobile",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/g/m/gmdpm.jpeg,,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/g/r/grnd_prm.jpeg,,4,0
"Sony 32GB SDHC Class 10 UHS-1 R40 Memory Card ",,Default,simple,Electronics,Home,base,"<div class=""keyFeatures specSection"">
<h3 class=""sectionTitle"">Key Features of Sony SDHC 32 GB Class 10</h3>
<ul class=""keyFeaturesList"">
<li>32 GB Memory Card</li>
<li>UHS-1 Class 10</li>
<li>40 MB/s Transfer Speed</li>
</ul>
</div>
<div class=""hsame-alt-reco"">&nbsp;<span style=""font-size: 1.17em;"">Specifications of Sony SDHC 32 GB Class 10</span></div>
<div class=""productSpecs specSection"">
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Sony</td>
</tr>
<tr>
<td class=""specsKey"">Card Class</td>
<td class=""specsValue"">Class 10 Memory Card</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">SDHC</td>
</tr>
<tr>
<td class=""specsKey"">Model ID</td>
<td class=""specsValue"">32 GB SDHC Memory Card UHS-1 Class 10 (SF-16UY)</td>
</tr>
<tr>
<td class=""specsKey"">Card Type</td>
<td class=""specsValue"">SDHC</td>
</tr>
<tr>
<td class=""specsKey"">Memory size</td>
<td class=""specsValue"">32 GB</td>
</tr>
</tbody>
</table>
<ul class=""a-vertical a-spacing-none"">
<li><span class=""a-list-item"">Up to 40MB/s transfer speed</span></li>
<li><span class=""a-list-item"">Compatible with multiple SDHC/SDXC hardware devices</span></li>
<li><span class=""a-list-item"">Recommended for DSLR Cameras and Full HD Camcorders</span></li>
<li><span class=""a-list-item"">File rescue downloadable software helps recover photos and video that have been accidently deleted or damaged. Supports 3D/HD files.</span></li>
</ul>
</div>",/7/1/71qmkehynll._sl1500_.jpg,,"Use config","Sony 32GB SDHC Class 10 UHS-1 R40 Memory Card (SF32UY/TQMN",1440.0000,"<h1 id=""title"" class=""a-size-large a-spacing-none""><span id=""productTitle"" class=""a-size-large"">Sony 32GB SDHC Class 10 </span></h1>
<h1 class=""a-size-large a-spacing-none""><span id=""productTitle"" class=""a-size-large"">UHS-1 R40 Memory Card (SF32UY/TQMN)</span></h1>",/7/1/71qmkehynll._sl1500_.jpg,,,1,/7/1/71qmkehynll._sl1500_.jpg,,"2015-07-14 11:46:08",sony-32gb-sdhc-class-10-uhs-1-r40-memory-card-sf32uy-tqmn,4,1.0000,4.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/7/1/71qmkehynll._sl1500_.jpg,,1,0
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Electronics/Mobiles & Accessories /Mobile Accessories/Data Cables",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
